,Unnamed: 0,filenames,folder_name,durations,view,labels,metadata,labels_single
1049,1049,0014_019_15317-15381_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_019_15317-15381_8', 'start_frame': 15253, 'end_frame': 15317, 'label': [8], 'view': 'center', 'filenames': '0014_019_15317-15381_8.mp4', 'durations': 64}",8
1050,1050,0014_020_15662-15726_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_020_15662-15726_8', 'start_frame': 15317, 'end_frame': 15381, 'label': [8], 'view': 'center', 'filenames': '0014_020_15662-15726_8.mp4', 'durations': 64}",8
1051,1051,0014_021_16697-16761_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_021_16697-16761_7', 'start_frame': 15662, 'end_frame': 15726, 'label': [7], 'view': 'center', 'filenames': '0014_021_16697-16761_7.mp4', 'durations': 64}",7
1052,1052,0014_022_21040-21104_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_022_21040-21104_7', 'start_frame': 16697, 'end_frame': 16761, 'label': [7], 'view': 'center', 'filenames': '0014_022_21040-21104_7.mp4', 'durations': 64}",7
1053,1053,0014_023_21935-21999_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_023_21935-21999_4', 'start_frame': 21040, 'end_frame': 21104, 'label': [4], 'view': 'center', 'filenames': '0014_023_21935-21999_4.mp4', 'durations': 64}",4
1054,1054,0014_024_21999-22063_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_024_21999-22063_8', 'start_frame': 21935, 'end_frame': 21999, 'label': [8], 'view': 'center', 'filenames': '0014_024_21999-22063_8.mp4', 'durations': 64}",8
1055,1055,0014_025_21995-22059_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_025_21995-22059_8', 'start_frame': 21999, 'end_frame': 22063, 'label': [8], 'view': 'center', 'filenames': '0014_025_21995-22059_8.mp4', 'durations': 64}",8
1056,1056,0014_026_22026-22090_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_026_22026-22090_8', 'start_frame': 21995, 'end_frame': 22059, 'label': [8], 'view': 'center', 'filenames': '0014_026_22026-22090_8.mp4', 'durations': 64}",8
1057,1057,0014_027_22071-22135_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_027_22071-22135_8', 'start_frame': 22026, 'end_frame': 22090, 'label': [8], 'view': 'center', 'filenames': '0014_027_22071-22135_8.mp4', 'durations': 64}",8
1058,1058,0014_028_22139-22203_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_028_22139-22203_8', 'start_frame': 22071, 'end_frame': 22135, 'label': [8], 'view': 'center', 'filenames': '0014_028_22139-22203_8.mp4', 'durations': 64}",8
1059,1059,0014_029_22203-22267_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_029_22203-22267_8', 'start_frame': 22139, 'end_frame': 22203, 'label': [8], 'view': 'center', 'filenames': '0014_029_22203-22267_8.mp4', 'durations': 64}",8
1060,1060,0014_030_22206-22270_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_030_22206-22270_8', 'start_frame': 22203, 'end_frame': 22267, 'label': [8], 'view': 'center', 'filenames': '0014_030_22206-22270_8.mp4', 'durations': 64}",8
1061,1061,0014_031_22267-22331_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_031_22267-22331_8', 'start_frame': 22206, 'end_frame': 22270, 'label': [8], 'view': 'center', 'filenames': '0014_031_22267-22331_8.mp4', 'durations': 64}",8
1062,1062,0014_032_22331-22395_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_032_22331-22395_8', 'start_frame': 22267, 'end_frame': 22331, 'label': [8], 'view': 'center', 'filenames': '0014_032_22331-22395_8.mp4', 'durations': 64}",8
1063,1063,0014_033_22395-22459_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_033_22395-22459_8', 'start_frame': 22331, 'end_frame': 22395, 'label': [8], 'view': 'center', 'filenames': '0014_033_22395-22459_8.mp4', 'durations': 64}",8
1064,1064,0014_034_22416-22480_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_034_22416-22480_8', 'start_frame': 22395, 'end_frame': 22459, 'label': [8], 'view': 'center', 'filenames': '0014_034_22416-22480_8.mp4', 'durations': 64}",8
1065,1065,0014_035_22466-22530_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_035_22466-22530_8', 'start_frame': 22416, 'end_frame': 22480, 'label': [8], 'view': 'center', 'filenames': '0014_035_22466-22530_8.mp4', 'durations': 64}",8
1066,1066,0014_036_22530-22594_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_036_22530-22594_8', 'start_frame': 22466, 'end_frame': 22530, 'label': [8], 'view': 'center', 'filenames': '0014_036_22530-22594_8.mp4', 'durations': 64}",8
1067,1067,0014_037_22555-22619_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_037_22555-22619_8', 'start_frame': 22530, 'end_frame': 22594, 'label': [8], 'view': 'center', 'filenames': '0014_037_22555-22619_8.mp4', 'durations': 64}",8
1068,1068,0014_038_22590-22654_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_038_22590-22654_8', 'start_frame': 22555, 'end_frame': 22619, 'label': [8], 'view': 'center', 'filenames': '0014_038_22590-22654_8.mp4', 'durations': 64}",8
1069,1069,0014_039_22629-22693_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_039_22629-22693_8', 'start_frame': 22590, 'end_frame': 22654, 'label': [8], 'view': 'center', 'filenames': '0014_039_22629-22693_8.mp4', 'durations': 64}",8
1070,1070,0014_040_22680-22744_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_040_22680-22744_8', 'start_frame': 22629, 'end_frame': 22693, 'label': [8], 'view': 'center', 'filenames': '0014_040_22680-22744_8.mp4', 'durations': 64}",8
1072,1072,0014_042_22802-22866_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_042_22802-22866_8', 'start_frame': 22738, 'end_frame': 22802, 'label': [8], 'view': 'center', 'filenames': '0014_042_22802-22866_8.mp4', 'durations': 64}",8
1073,1073,0014_043_22851-22915_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_043_22851-22915_8', 'start_frame': 22802, 'end_frame': 22866, 'label': [8], 'view': 'center', 'filenames': '0014_043_22851-22915_8.mp4', 'durations': 64}",8
1074,1074,0014_044_23341-23405_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_044_23341-23405_8', 'start_frame': 22851, 'end_frame': 22915, 'label': [8], 'view': 'center', 'filenames': '0014_044_23341-23405_8.mp4', 'durations': 64}",8
1075,1075,0014_045_23391-23455_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_045_23391-23455_7', 'start_frame': 23341, 'end_frame': 23405, 'label': [7], 'view': 'center', 'filenames': '0014_045_23391-23455_7.mp4', 'durations': 64}",7
1076,1076,0014_046_23455-23519_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_046_23455-23519_7', 'start_frame': 23391, 'end_frame': 23455, 'label': [7], 'view': 'center', 'filenames': '0014_046_23455-23519_7.mp4', 'durations': 64}",7
1077,1077,0014_047_23690-23754_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_047_23690-23754_7', 'start_frame': 23455, 'end_frame': 23519, 'label': [7], 'view': 'center', 'filenames': '0014_047_23690-23754_7.mp4', 'durations': 64}",7
1078,1078,0014_048_23748-23812_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_048_23748-23812_7', 'start_frame': 23690, 'end_frame': 23754, 'label': [7], 'view': 'center', 'filenames': '0014_048_23748-23812_7.mp4', 'durations': 64}",7
1079,1079,0014_049_25437-25501_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_049_25437-25501_7', 'start_frame': 23748, 'end_frame': 23812, 'label': [7], 'view': 'center', 'filenames': '0014_049_25437-25501_7.mp4', 'durations': 64}",7
1081,1081,0014_051_25898-25962_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0014_051_25898-25962_7', 'start_frame': 25457, 'end_frame': 25521, 'label': [7], 'view': 'center', 'filenames': '0014_051_25898-25962_7.mp4', 'durations': 64}",7
1083,1083,0015_001_00670-00734_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_001_00670-00734_4', 'start_frame': 606, 'end_frame': 670, 'label': [4], 'view': 'center', 'filenames': '0015_001_00670-00734_4.mp4', 'durations': 64}",4
1084,1084,0015_003_01147-01211_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_003_01147-01211_4', 'start_frame': 1037, 'end_frame': 1101, 'label': [4], 'view': 'center', 'filenames': '0015_003_01147-01211_4.mp4', 'durations': 64}",4
1085,1085,0015_005_01275-01339_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_005_01275-01339_4', 'start_frame': 1211, 'end_frame': 1275, 'label': [4], 'view': 'center', 'filenames': '0015_005_01275-01339_4.mp4', 'durations': 64}",4
1087,1087,0015_009_01633-01697_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_009_01633-01697_4', 'start_frame': 1436, 'end_frame': 1500, 'label': [4], 'view': 'center', 'filenames': '0015_009_01633-01697_4.mp4', 'durations': 64}",4
1088,1088,0015_011_01844-01908_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_011_01844-01908_8', 'start_frame': 1737, 'end_frame': 1801, 'label': [8], 'view': 'center', 'filenames': '0015_011_01844-01908_8.mp4', 'durations': 64}",8
1089,1089,0015_012_01988-02052_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_012_01988-02052_4', 'start_frame': 1844, 'end_frame': 1908, 'label': [4], 'view': 'center', 'filenames': '0015_012_01988-02052_4.mp4', 'durations': 64}",4
1090,1090,0015_013_02052-02116_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_013_02052-02116_8', 'start_frame': 1988, 'end_frame': 2052, 'label': [8], 'view': 'center', 'filenames': '0015_013_02052-02116_8.mp4', 'durations': 64}",8
1091,1091,0015_014_02250-02314_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_014_02250-02314_8', 'start_frame': 2052, 'end_frame': 2116, 'label': [8], 'view': 'center', 'filenames': '0015_014_02250-02314_8.mp4', 'durations': 64}",8
1092,1092,0015_016_02456-02520_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_016_02456-02520_4', 'start_frame': 2318, 'end_frame': 2382, 'label': [4], 'view': 'center', 'filenames': '0015_016_02456-02520_4.mp4', 'durations': 64}",4
1093,1093,0015_017_02520-02584_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_017_02520-02584_7', 'start_frame': 2456, 'end_frame': 2520, 'label': [7], 'view': 'center', 'filenames': '0015_017_02520-02584_7.mp4', 'durations': 64}",7
1094,1094,0015_018_02584-02648_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_018_02584-02648_8', 'start_frame': 2520, 'end_frame': 2584, 'label': [8], 'view': 'center', 'filenames': '0015_018_02584-02648_8.mp4', 'durations': 64}",8
1095,1095,0015_019_02761-02825_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_019_02761-02825_7', 'start_frame': 2584, 'end_frame': 2648, 'label': [7], 'view': 'center', 'filenames': '0015_019_02761-02825_7.mp4', 'durations': 64}",7
1096,1096,0015_022_03051-03115_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_022_03051-03115_4', 'start_frame': 2987, 'end_frame': 3051, 'label': [4], 'view': 'center', 'filenames': '0015_022_03051-03115_4.mp4', 'durations': 64}",4
1097,1097,0015_024_03185-03249_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0015_024_03185-03249_12', 'start_frame': 3121, 'end_frame': 3185, 'label': [12], 'view': 'center', 'filenames': '0015_024_03185-03249_12.mp4', 'durations': 64}",12
1099,1099,0015_026_03284-03348_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_026_03284-03348_4', 'start_frame': 3220, 'end_frame': 3284, 'label': [4], 'view': 'center', 'filenames': '0015_026_03284-03348_4.mp4', 'durations': 64}",4
1100,1100,0015_028_03587-03651_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_028_03587-03651_4', 'start_frame': 3523, 'end_frame': 3587, 'label': [4], 'view': 'center', 'filenames': '0015_028_03587-03651_4.mp4', 'durations': 64}",4
1101,1101,0015_030_04184-04248_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_030_04184-04248_8', 'start_frame': 3962, 'end_frame': 4026, 'label': [8], 'view': 'center', 'filenames': '0015_030_04184-04248_8.mp4', 'durations': 64}",8
1102,1102,0015_031_04324-04388_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_031_04324-04388_4', 'start_frame': 4184, 'end_frame': 4248, 'label': [4], 'view': 'center', 'filenames': '0015_031_04324-04388_4.mp4', 'durations': 64}",4
1103,1103,0015_033_04441-04505_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_033_04441-04505_4', 'start_frame': 4388, 'end_frame': 4452, 'label': [4], 'view': 'center', 'filenames': '0015_033_04441-04505_4.mp4', 'durations': 64}",4
1104,1104,0015_035_04559-04623_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_035_04559-04623_4', 'start_frame': 4505, 'end_frame': 4569, 'label': [4], 'view': 'center', 'filenames': '0015_035_04559-04623_4.mp4', 'durations': 64}",4
1105,1105,0015_037_04730-04794_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_037_04730-04794_4', 'start_frame': 4623, 'end_frame': 4687, 'label': [4], 'view': 'center', 'filenames': '0015_037_04730-04794_4.mp4', 'durations': 64}",4
1106,1106,0015_039_05063-05127_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_039_05063-05127_4', 'start_frame': 4794, 'end_frame': 4858, 'label': [4], 'view': 'center', 'filenames': '0015_039_05063-05127_4.mp4', 'durations': 64}",4
1107,1107,0015_041_05201-05265_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_041_05201-05265_4', 'start_frame': 5127, 'end_frame': 5191, 'label': [4], 'view': 'center', 'filenames': '0015_041_05201-05265_4.mp4', 'durations': 64}",4
1108,1108,0015_043_05401-05465_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_043_05401-05465_4', 'start_frame': 5337, 'end_frame': 5401, 'label': [4], 'view': 'center', 'filenames': '0015_043_05401-05465_4.mp4', 'durations': 64}",4
1109,1109,0015_045_05528-05592_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_045_05528-05592_8', 'start_frame': 5463, 'end_frame': 5527, 'label': [8], 'view': 'center', 'filenames': '0015_045_05528-05592_8.mp4', 'durations': 64}",8
1110,1110,0015_046_05592-05656_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_046_05592-05656_4', 'start_frame': 5528, 'end_frame': 5592, 'label': [4], 'view': 'center', 'filenames': '0015_046_05592-05656_4.mp4', 'durations': 64}",4
1111,1111,0015_048_05680-05744_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_048_05680-05744_4', 'start_frame': 5616, 'end_frame': 5680, 'label': [4], 'view': 'center', 'filenames': '0015_048_05680-05744_4.mp4', 'durations': 64}",4
1112,1112,0015_050_05801-05865_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_050_05801-05865_4', 'start_frame': 5737, 'end_frame': 5801, 'label': [4], 'view': 'center', 'filenames': '0015_050_05801-05865_4.mp4', 'durations': 64}",4
1113,1113,0015_052_05948-06012_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_052_05948-06012_4', 'start_frame': 5865, 'end_frame': 5929, 'label': [4], 'view': 'center', 'filenames': '0015_052_05948-06012_4.mp4', 'durations': 64}",4
1114,1114,0015_054_06076-06140_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_054_06076-06140_4', 'start_frame': 6012, 'end_frame': 6076, 'label': [4], 'view': 'center', 'filenames': '0015_054_06076-06140_4.mp4', 'durations': 64}",4
1115,1115,0015_056_06166-06230_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_056_06166-06230_4', 'start_frame': 6102, 'end_frame': 6166, 'label': [4], 'view': 'center', 'filenames': '0015_056_06166-06230_4.mp4', 'durations': 64}",4
1116,1116,0015_058_06292-06356_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_058_06292-06356_4', 'start_frame': 6230, 'end_frame': 6294, 'label': [4], 'view': 'center', 'filenames': '0015_058_06292-06356_4.mp4', 'durations': 64}",4
1117,1117,0015_060_06427-06491_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_060_06427-06491_4', 'start_frame': 6356, 'end_frame': 6420, 'label': [4], 'view': 'center', 'filenames': '0015_060_06427-06491_4.mp4', 'durations': 64}",4
1118,1118,0015_062_06660-06724_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_062_06660-06724_4', 'start_frame': 6491, 'end_frame': 6555, 'label': [4], 'view': 'center', 'filenames': '0015_062_06660-06724_4.mp4', 'durations': 64}",4
1119,1119,0015_064_06792-06856_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_064_06792-06856_4', 'start_frame': 6724, 'end_frame': 6788, 'label': [4], 'view': 'center', 'filenames': '0015_064_06792-06856_4.mp4', 'durations': 64}",4
1120,1120,0015_066_06916-06980_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_066_06916-06980_4', 'start_frame': 6852, 'end_frame': 6916, 'label': [4], 'view': 'center', 'filenames': '0015_066_06916-06980_4.mp4', 'durations': 64}",4
1121,1121,0015_068_06989-07053_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_068_06989-07053_4', 'start_frame': 6925, 'end_frame': 6989, 'label': [4], 'view': 'center', 'filenames': '0015_068_06989-07053_4.mp4', 'durations': 64}",4
1122,1122,0015_070_07125-07189_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_070_07125-07189_4', 'start_frame': 7055, 'end_frame': 7119, 'label': [4], 'view': 'center', 'filenames': '0015_070_07125-07189_4.mp4', 'durations': 64}",4
1123,1123,0015_072_07206-07270_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_072_07206-07270_4', 'start_frame': 7189, 'end_frame': 7253, 'label': [4], 'view': 'center', 'filenames': '0015_072_07206-07270_4.mp4', 'durations': 64}",4
1124,1124,0015_074_07356-07420_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_074_07356-07420_4', 'start_frame': 7270, 'end_frame': 7334, 'label': [4], 'view': 'center', 'filenames': '0015_074_07356-07420_4.mp4', 'durations': 64}",4
1125,1125,0015_075_07430-07494_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_075_07430-07494_6', 'start_frame': 7356, 'end_frame': 7420, 'label': [6], 'view': 'center', 'filenames': '0015_075_07430-07494_6.mp4', 'durations': 64}",6
1126,1126,0015_077_08007-08071_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_077_08007-08071_4', 'start_frame': 7494, 'end_frame': 7558, 'label': [4], 'view': 'center', 'filenames': '0015_077_08007-08071_4.mp4', 'durations': 64}",4
1127,1127,0015_079_08279-08343_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_079_08279-08343_4', 'start_frame': 8071, 'end_frame': 8135, 'label': [4], 'view': 'center', 'filenames': '0015_079_08279-08343_4.mp4', 'durations': 64}",4
1129,1129,0015_082_08428-08492_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_082_08428-08492_8', 'start_frame': 8343, 'end_frame': 8407, 'label': [8], 'view': 'center', 'filenames': '0015_082_08428-08492_8.mp4', 'durations': 64}",8
1130,1130,0015_084_08807-08871_3.mp4,,64,center,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_084_08807-08871_3', 'start_frame': 8743, 'end_frame': 8807, 'label': [3], 'view': 'center', 'filenames': '0015_084_08807-08871_3.mp4', 'durations': 64}",3
1131,1131,0015_086_08892-08956_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_086_08892-08956_8', 'start_frame': 8836, 'end_frame': 8900, 'label': [8], 'view': 'center', 'filenames': '0015_086_08892-08956_8.mp4', 'durations': 64}",8
1132,1132,0015_087_08967-09031_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_087_08967-09031_8', 'start_frame': 8892, 'end_frame': 8956, 'label': [8], 'view': 'center', 'filenames': '0015_087_08967-09031_8.mp4', 'durations': 64}",8
1133,1133,0015_088_09011-09075_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_088_09011-09075_8', 'start_frame': 8967, 'end_frame': 9031, 'label': [8], 'view': 'center', 'filenames': '0015_088_09011-09075_8.mp4', 'durations': 64}",8
1134,1134,0015_089_09051-09115_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0015_089_09051-09115_8', 'start_frame': 9011, 'end_frame': 9075, 'label': [8], 'view': 'center', 'filenames': '0015_089_09051-09115_8.mp4', 'durations': 64}",8
